Local_ID,Node_ID,OSM_ID,Longitude,Latitude,Degree,Node_Type,Neighbor_Count,lighting,elevation,greenery,crime,Connected_Local_IDs,Connected_Node_IDs
853,288326445,288326445,-3.537345,50.710556,2,Through,1,0.9,0.15,0.63,0.61,4,21760988
854,288326892,288326892,-3.534317,50.712082,2,Through,1,0.21,0.97,0.31,0.01,855,288327209
855,288327209,288327209,-3.534911,50.711496,8,Complex,4,0.19,0.76,0.93,0.22,"7, 854, 856, 857","21761008, 288326892, 288327242, 288327620"
856,288327242,288327242,-3.536461,50.711618,6,6-way Junction,3,0.04,0.97,0.72,0.24,"7, 852, 855","21761008, 288326404, 288327209"
857,288327620,288327620,-3.532791,50.71134,2,Through,1,0.47,0.44,0.55,0.51,855,288327209
858,288329984,288329984,-3.519874,50.719659,6,6-way Junction,3,0.56,0.28,0.09,0.26,"115, 98, 859","36667222, 36664811, 288329985"
859,288329985,288329985,-3.518627,50.719491,2,Through,1,0.07,0.8,0.48,0.09,858,288329984
860,288330156,288330156,-3.51995,50.718566,2,Through,1,0.78,0.33,0.44,0.43,890,299456668
861,288334759,288334759,-3.515988,50.729807,6,6-way Junction,3,0.45,0.3,0.84,0.66,"862, 1021, 137","288334761, 825043358, 38503704"
862,288334761,288334761,-3.515356,50.728542,2,Through,1,0.52,0.23,0.52,0.25,861,288334759
863,288335003,288335003,-3.51509,50.73046,2,Through,1,0.44,0.13,0.34,0.03,864,288335004
864,288335004,288335004,-3.515415,50.730421,6,6-way Junction,3,0.4,0.26,0.95,0.04,"866, 520, 863","288335067, 215242471, 288335003"
865,288335005,288335005,-3.516183,50.730269,2,Through,1,0.56,0.36,0.1,0.14,866,288335067
866,288335067,288335067,-3.515831,50.730336,6,6-way Junction,3,0.16,0.67,0.44,0.23,"865, 864, 1022","288335005, 288335004, 874386361"
867,288336432,288336432,-3.514064,50.73017,6,6-way Junction,3,0.18,0.06,0,0.61,"580, 137, 359","254170228, 38503704, 84908009"
868,292139326,292139326,-3.549689,50.732467,2,Through,1,0.86,0.21,0.71,0.4,869,292139329
869,292139329,292139329,-3.549172,50.732242,6,6-way Junction,3,0.95,0.81,0.95,0.46,"868, 558, 559","292139326, 240739613, 240739625"
870,292139330,292139330,-3.549568,50.732156,2,Through,1,0.37,0.15,0.24,0.28,558,240739613
871,292141158,292141158,-3.54782,50.732516,2,Through,1,0.27,0.34,0.84,0.7,872,292141178
872,292141178,292141178,-3.548362,50.732186,6,6-way Junction,3,0.64,0.86,0.33,0.08,"871, 559, 132","292141158, 240739625, 36672374"
873,292262259,292262259,-3.52292,50.724326,2,Through,1,0.41,0.15,0.88,0.32,57,34917754
874,292262646,292262646,-3.527128,50.726672,5,5-way Junction,2,0.03,0.08,0.71,0.72,"122, 1060","36670781, 1479619192"
875,292264558,292264558,-3.521476,50.729154,2,Through,1,0.16,0.48,0.8,0.08,876,292264559
876,292264559,292264559,-3.52103,50.728857,4,4-way Junction,2,0.72,0.3,0,0,"222, 875","41441797, 292264558"
877,292264827,292264827,-3.52039,50.728129,4,4-way Junction,2,0.66,0.56,0.97,0.69,"139, 219","38503742, 41440870"
878,292265099,292265099,-3.520574,50.728999,3,3-way Junction,1,0.03,0.8,0.76,0.27,221,41440872
879,292265711,292265711,-3.521681,50.728471,4,4-way Junction,2,0.22,0.14,0.27,0.62,"223, 34","41443389, 21761693"
880,292279513,292279513,-3.510067,50.716614,5,5-way Junction,3,0.23,0.58,0.84,0,"1244, 1206, 517","3937587507, 3073289927, 213718263"
881,292717606,292717606,-3.51572,50.733124,6,6-way Junction,3,0.67,0.51,0.28,0.56,"256, 1097, 355","59742012, 1663145712, 84906620"
882,292915464,292915464,-3.525252,50.724994,6,6-way Junction,3,0.02,0.14,0.84,0.23,"1214, 54, 30","3297556876, 34702928, 21761636"
883,293147070,293147070,-3.535706,50.72409,6,6-way Junction,3,0.1,0.62,0.12,0.03,"1150, 969, 1149","2109650460, 496076762, 2109650387"
884,293147110,293147110,-3.536259,50.724076,2,Through,1,0.8,0.27,0.68,0.42,969,496076762
885,293147521,293147521,-3.534473,50.724493,2,Through,1,0.18,0.49,0.54,0.16,886,293147522
886,293147522,293147522,-3.534261,50.724398,6,6-way Junction,3,0.65,0.08,0.05,0.28,"209, 885, 92","41434224, 293147521, 34920972"
887,293999764,293999764,-3.52933,50.731543,2,Through,1,0.24,0.46,0.24,0.02,641,260755341
888,299022231,299022231,-3.527643,50.717185,6,6-way Junction,3,0.1,0.31,0,0.13,"174, 172, 175","41419187, 41418284, 41419694"
889,299022718,299022718,-3.527407,50.723271,6,6-way Junction,3,0.24,0.82,0.5,0.21,"278, 154, 787","59817540, 40926521, 276915061"
890,299456668,299456668,-3.519619,50.718889,6,6-way Junction,3,0.72,0.06,0.26,0,"860, 104, 115","288330156, 36665283, 36667222"
891,299463586,299463586,-3.535359,50.722156,2,Through,1,0.86,0.42,0.59,0.72,892,299463587
892,299463587,299463587,-3.535634,50.722046,4,4-way Junction,2,0.83,0.46,0.29,0,"891, 421","299463586, 175245404"
893,299464713,299464713,-3.529593,50.718982,5,5-way Junction,3,0.4,0.73,0.32,0.39,"894, 385, 392","299464740, 90503343, 90517695"
894,299464740,299464740,-3.529269,50.719215,5,5-way Junction,2,0.67,0.57,0.75,0,"893, 389","299464713, 90510022"
895,299465600,299465600,-3.536024,50.716436,4,4-way Junction,2,0.2,0.67,0.06,0.27,"1207, 949","3079785612, 446860958"
896,299585727,299585727,-3.548868,50.732562,6,6-way Junction,3,0.29,0.78,0.93,0.79,"899, 1091, 559","299585784, 1631809844, 240739625"
897,299585775,299585775,-3.548542,50.733387,2,Through,1,0.9,0.86,0.89,0,901,299585793
898,299585779,299585779,-3.548226,50.732358,2,Through,1,0.01,0.31,0.65,0.9,899,299585784
899,299585784,299585784,-3.548611,50.732647,6,6-way Junction,3,0.09,0.54,0.6,0.13,"896, 901, 898","299585727, 299585793, 299585779"
900,299585789,299585789,-3.54817,50.732943,2,Through,1,0.21,0.84,0.93,0.62,901,299585793
901,299585793,299585793,-3.548607,50.732766,6,6-way Junction,3,0.03,0.99,0.23,0.52,"900, 897, 899","299585789, 299585775, 299585784"
902,304664386,304664386,-3.535243,50.724065,6,6-way Junction,3,0.18,0.89,0.12,0.85,"1307, 209, 933","9060281966, 41434224, 380467863"
903,306484367,306484367,-3.525028,50.733394,8,Complex,4,0.58,0.37,0.23,0.44,"650, 651, 567, 540","260756175, 260756178, 243259801, 215292742"
904,313899436,313899436,-3.512137,50.731733,2,Through,1,0.42,0.2,0.76,0.39,905,313899440
905,313899440,313899440,-3.51243,50.732498,6,6-way Junction,3,0.89,0.49,0.03,0.06,"575, 454, 904","249243095, 208494706, 313899436"
906,313899514,313899514,-3.511994,50.731741,2,Through,1,0.82,0.74,0.61,0,354,84906282
907,315875791,315875791,-3.528207,50.729008,7,Complex,4,0.34,0.49,0.99,0.77,"437, 1282, 310, 635","206179643, 5782098934, 59996190, 260754380"
908,316260348,316260348,-3.536304,50.726712,3,3-way Junction,2,0.26,0.48,0.85,0.2,"910, 78","316260360, 34919822"
909,316260359,316260359,-3.536057,50.726307,2,Through,1,0.38,0.84,0.56,0.26,910,316260360
910,316260360,316260360,-3.536485,50.726611,4,4-way Junction,2,0.59,0.36,0.05,0.66,"909, 83","316260359, 34919887"
911,318323627,318323627,-3.52404,50.728315,6,6-way Junction,3,0.27,0.86,0.87,0.22,"1166, 315, 944","2268591156, 59996788, 431231593"
912,324160576,324160576,-3.523266,50.726745,3,3-way Junction,1,0.62,0.41,0.59,0.8,52,34699806
913,332084765,332084765,-3.510787,50.721971,2,Through,1,0.41,0.33,0.1,0.67,914,332084767
914,332084767,332084767,-3.510322,50.721783,6,6-way Junction,3,0.55,0.45,0.09,0.51,"96, 413, 913","36664795, 151026184, 332084765"
915,332087876,332087876,-3.522328,50.724596,2,Through,1,0.44,0.76,0.94,0.72,1126,2023085095
916,332087879,332087879,-3.521872,50.724158,6,6-way Junction,3,0.29,0.13,0.63,0,"62, 61, 1126","34918245, 34918237, 2023085095"
917,343064610,343064610,-3.540021,50.73139,6,6-way Junction,3,0.95,0.2,0.8,0.03,"430, 44, 1147","206126122, 30792303, 2081541262"
918,343134879,343134879,-3.530606,50.720203,2,Through,1,0.76,0.95,0.92,0.26,919,343134881
919,343134881,343134881,-3.529969,50.72034,6,6-way Junction,3,0.14,0.18,0.54,0.15,"918, 185, 407","343134879, 41425085, 151023296"
920,344315943,344315943,-3.538498,50.726115,6,6-way Junction,3,0.87,0.57,0.52,0.56,"83, 1298, 1269","34919887, 7643453867, 4874161733"
921,354956096,354956096,-3.511334,50.725035,2,Through,1,0.49,0.58,0.44,0.8,922,354956100
922,354956100,354956100,-3.512303,50.724606,6,6-way Junction,3,0.89,0.49,0.32,0.26,"267, 921, 113","59742804, 354956096, 36666257"
923,359237293,359237293,-3.522463,50.725521,3,3-way Junction,2,0.8,0.64,0.45,0.18,"420, 1287","174022414, 5784302000"
924,359237348,359237348,-3.52302,50.724888,4,4-way Junction,2,0.43,0.23,0.75,0.82,"1283, 127","5784256584, 36671524"
925,360912769,360912769,-3.537813,50.727777,5,5-way Junction,3,0.02,0.55,0.61,0.38,"1278, 305, 306","5782074259, 59995470, 59995633"
926,364836997,364836997,-3.540717,50.720155,2,Through,1,0.27,0.37,0.88,0.36,927,364837004
927,364837004,364837004,-3.541443,50.71987,6,6-way Junction,3,0.54,0.66,0.46,0.23,"926, 928, 40","364836997, 364837026, 26448782"
928,364837026,364837026,-3.541288,50.720912,6,6-way Junction,3,0.63,0.14,0.57,0.75,"1222, 1223, 927","3631484638, 3631484639, 364837004"
929,364843954,364843954,-3.527832,50.716572,2,Through,1,0.26,0.57,0.64,0.47,174,41419187
930,364849247,364849247,-3.535532,50.718656,4,4-way Junction,2,0.14,0.19,0.56,0.68,"990, 1266","638973475, 4622286163"
931,364857096,364857096,-3.537975,50.718951,4,4-way Junction,3,0.83,0.28,0.68,0.62,"71, 72, 1213","34918950, 34918951, 3088168104"
932,366022236,366022236,-3.513862,50.714203,6,6-way Junction,3,0.98,0.22,0.21,0.17,"1188, 1204, 622","2539745824, 3071783687, 259572752"
933,380467863,380467863,-3.535042,50.724283,2,Through,1,0.53,0.18,0.48,0.3,902,304664386
934,385517679,385517679,-3.508984,50.731772,2,Through,1,0.17,0.83,0.14,0.81,935,385517683
935,385517683,385517683,-3.508974,50.731627,6,6-way Junction,3,0.27,0.29,0.36,0.28,"934, 936, 937","385517679, 385517688, 385518337"
936,385517688,385517688,-3.5093,50.731609,2,Through,1,0.02,0.93,0.53,0.74,935,385517683
937,385518337,385518337,-3.508929,50.731253,4,4-way Junction,2,0.91,0.97,0.7,0.74,"424, 935","193711394, 385517683"
938,388337702,388337702,-3.520631,50.729146,4,4-way Junction,2,0.12,0.57,0.96,0.51,"878, 324","292265099, 62151581"
939,388337715,388337715,-3.518316,50.726827,8,Complex,4,0.58,0.14,0.56,0.6,"445, 332, 336, 1094","208480008, 62154257, 62155124, 1652237315"
940,392680940,392680940,-3.520636,50.724982,5,5-way Junction,2,0.27,0.37,0.73,0.69,"1016, 972","760486550, 497695502"
941,417301802,417301802,-3.550244,50.724919,2,Through,1,0.55,0.8,0.54,0.71,965,472389931
942,420555280,420555280,-3.538117,50.718092,3,3-way Junction,2,0.65,0.37,0.62,0.23,"41, 943","26448848, 420555282"
943,420555282,420555282,-3.538523,50.718305,4,4-way Junction,2,0.83,0.09,0.03,0,"42, 41","26448849, 26448848"
944,431231593,431231593,-3.523229,50.729185,6,6-way Junction,3,0.21,0.56,0.26,0.35,"945, 911, 367","431231594, 318323627, 84916495"
945,431231594,431231594,-3.524786,50.729559,2,Through,1,0.01,0.85,0.4,0.64,944,431231593
946,445012160,445012160,-3.547309,50.712657,5,5-way Junction,2,0.14,0.8,0.5,0.38,"745, 744","266651470, 266651469"
947,445055798,445055798,-3.531308,50.715022,6,6-way Junction,2,0.9,0.18,0.01,0.61,"947, 467","445055798, 208506644"
948,445773003,445773003,-3.526237,50.723461,4,4-way Junction,2,0.87,0.67,0.16,0.21,"396, 1012","106201157, 743366623"
949,446860958,446860958,-3.535928,50.714958,5,5-way Junction,3,0.6,0.22,0.25,0.52,"472, 895, 481","208508409, 299465600, 208588878"
950,451848649,451848649,-3.516573,50.721049,2,Through,1,0.6,0.22,0.94,0,1182,2397285275
951,451848652,451848652,-3.51603,50.721176,6,6-way Junction,3,0.67,0.87,0.37,0.62,"1182, 232, 102","2397285275, 54169580, 36665275"
952,451848665,451848665,-3.514137,50.717072,6,6-way Junction,3,0.18,0.25,0.46,0.47,"1295, 412, 1087","7090889478, 151026183, 1627008331"
953,469235261,469235261,-3.510941,50.722271,6,6-way Junction,3,0.91,0.26,0.17,0.05,"1, 1036, 31","21288403, 1076790701, 21761686"
954,469753939,469753939,-3.516684,50.710921,2,Through,1,0.42,0,0.56,0.17,956,469753973
955,469753950,469753950,-3.515658,50.712099,6,6-way Junction,3,0.38,0.87,0.32,0.66,"956, 1027, 614","469753973, 940177226, 259572571"
956,469753973,469753973,-3.516176,50.711776,6,6-way Junction,3,0.52,0.79,0.24,0.38,"955, 954, 1256","469753950, 469753939, 4477985926"
957,469986485,469986485,-3.511058,50.720493,2,Through,1,0.05,0.63,0.53,0.16,1162,2188916286
958,469986486,469986486,-3.510599,50.72055,6,6-way Junction,3,0.17,0.75,0.03,0.94,"1162, 1161, 413","2188916286, 2188916070, 151026184"
959,472383637,472383637,-3.550345,50.730914,2,Through,1,0.74,0.15,0,0.6,558,240739613
960,472389174,472389174,-3.550537,50.725966,2,Through,1,0.08,0.46,0.21,0.92,963,472389755
961,472389198,472389198,-3.549042,50.725769,6,6-way Junction,3,0.6,0.35,0.02,0.33,"1042, 963, 672","1168858800, 472389755, 262900195"
962,472389753,472389753,-3.550162,50.725176,2,Through,1,0.25,0.09,0.07,0.43,963,472389755
963,472389755,472389755,-3.550056,50.725924,6,6-way Junction,3,0.39,0.49,0.34,0.81,"960, 962, 961","472389174, 472389753, 472389198"
964,472389928,472389928,-3.549651,50.72548,6,6-way Junction,3,0.29,0.92,0.84,0.4,"1236, 1237, 1240","3812673831, 3812673832, 3813188546"
965,472389931,472389931,-3.549813,50.724372,6,6-way Junction,3,0.36,0.04,0.53,0.6,"50, 1240, 941","33141017, 3813188546, 417301802"
966,495411516,495411516,-3.531023,50.721202,3,3-way Junction,1,0.72,0.29,0.49,0.09,1312,10107419762
967,495411536,495411536,-3.531226,50.721051,3,3-way Junction,2,0.3,0.21,0.26,0.37,"188, 966","41427364, 495411516"
968,496072821,496072821,-3.539213,50.730377,6,6-way Junction,3,0.57,0.24,0.91,0,"1334, 91, 430","12246689989, 34920940, 206126122"
969,496076762,496076762,-3.535955,50.724301,6,6-way Junction,3,0.48,0.91,0.44,0.09,"884, 1307, 883","293147110, 9060281966, 293147070"
970,497693979,497693979,-3.522983,50.725976,4,4-way Junction,2,0.66,0.47,0.08,0,"1035, 53","1070821560, 34699810"
971,497694168,497694168,-3.522778,50.727437,5,5-way Junction,3,0.94,0.47,0.61,0,"52, 70, 34","34699806, 34918740, 21761693"
972,497695502,497695502,-3.52077,50.725047,6,6-way Junction,3,0.73,0.76,0.14,0.86,"254, 940, 334","59741821, 392680940, 62154497"
973,498425306,498425306,-3.539481,50.716819,2,Through,1,0.21,0.15,0.31,0.18,974,498425311
974,498425311,498425311,-3.539458,50.717291,6,6-way Junction,3,0.03,0.49,0.51,0.61,"560, 1148, 973","240760200, 2109602193, 498425306"
975,498427238,498427238,-3.546807,50.715917,2,Through,1,0.26,0.43,0.87,0.71,976,498427244
976,498427244,498427244,-3.54766,50.715922,6,6-way Junction,3,0.6,0.6,0.5,0.41,"694, 975, 46","263717406, 498427238, 33140979"
977,498427667,498427667,-3.549082,50.716994,2,Through,1,0.05,1,0.75,0.08,978,498427680
978,498427680,498427680,-3.549611,50.717071,6,6-way Junction,3,0.5,0.77,1,0.55,"687, 690, 977","263717346, 263717393, 498427667"
979,498428250,498428250,-3.550194,50.714402,4,4-way Junction,2,0.6,0.4,0.12,0.5,"980, 979","498428251, 498428250"
980,498428251,498428251,-3.550462,50.714111,6,6-way Junction,3,0.33,0.83,0.31,0.65,"979, 669, 671","498428250, 262899879, 262899903"
981,512682901,512682901,-3.540991,50.729066,2,Through,1,0.77,0.17,0.36,0.61,982,512682917
982,512682917,512682917,-3.540466,50.72836,6,6-way Junction,3,0.11,0.03,0.37,0.92,"981, 1278, 307","512682901, 5782074259, 59995945"
983,516688793,516688793,-3.524212,50.718816,6,6-way Junction,3,0.08,0.2,0.38,0.52,"244, 242, 241","54178254, 54178178, 54178049"
984,563661380,563661380,-3.522892,50.725461,3,3-way Junction,2,0.73,0.34,0.89,0.14,"1035, 985","1070821560, 563661381"
985,563661381,563661381,-3.522645,50.725535,3,3-way Junction,1,0.5,0.51,0.72,0.5,923,359237293
986,627988520,627988520,-3.5224,50.719051,2,Through,1,0.69,0.62,0.62,0,987,627988523
987,627988523,627988523,-3.522613,50.719286,6,6-way Junction,3,0.43,0.91,0.35,0.8,"986, 245, 246","627988520, 54181636, 54182272"
988,637030052,637030052,-3.536469,50.716855,1,Dead End,1,0.25,0.51,0.82,0,1207,3079785612
989,638960830,638960830,-3.537482,50.719042,3,3-way Junction,2,0.82,0.5,0.96,0.11,"19, 1154","21761099, 2118442826"
990,638973475,638973475,-3.535815,50.71855,3,3-way Junction,1,0.8,0.05,0.78,0.61,2,21288407
991,639585122,639585122,-3.537066,50.71272,6,6-way Junction,3,0.69,0.03,0,0.49,"1251, 753, 851","4446543275, 270996421, 288326126"
992,639619693,639619693,-3.531883,50.714268,6,6-way Junction,3,0.27,0.55,0.64,0.29,"1219, 469, 288","3575456523, 208507544, 59994224"
993,639654132,639654132,-3.538604,50.718019,2,Through,1,0.59,0.44,0.04,0.38,42,26448849
994,639797286,639797286,-3.530675,50.722019,2,Through,1,0.36,0.84,0.29,0.77,187,41426332
995,641593300,641593300,-3.528207,50.73286,6,6-way Junction,3,0.09,0.16,0.03,0.32,"1112, 644, 360","1853359876, 260755369, 84910160"
996,671767014,671767014,-3.528457,50.719382,3,3-way Junction,2,0.92,0.02,0.56,0.67,"410, 409","151024777, 151024776"
997,672113603,672113603,-3.547424,50.709072,4,4-way Junction,2,0.14,0.45,0.68,0,"682, 680","263714173, 263714137"
998,700177815,700177815,-3.542135,50.714034,6,6-way Junction,3,0.95,0.24,0.09,0.62,"1025, 999, 1061","939471902, 700177816, 1482489289"
999,700177816,700177816,-3.541858,50.714359,6,6-way Junction,3,0.45,0.05,0.34,0.74,"998, 1000, 1061","700177815, 700177818, 1482489289"
1000,700177818,700177818,-3.541151,50.713986,6,6-way Junction,3,0.19,0.72,0.48,0.11,"774, 761, 999","272851373, 270996434, 700177816"
1001,700830373,700830373,-3.532085,50.719391,6,6-way Junction,3,0.54,0.11,0.33,0.31,"1002, 1125, 377","700830377, 1996169456, 90488302"
1002,700830377,700830377,-3.532336,50.719465,2,Through,1,0.87,0.61,0.13,0.02,1001,700830373
1003,702199422,702199422,-3.52317,50.713682,2,Through,1,0.73,0.28,0.4,0.55,349,64670076
1004,702202211,702202211,-3.51654,50.717811,6,6-way Junction,3,0.81,0.17,0.72,0.34,"166, 165, 1005","41414585, 41413562, 702202457"
1005,702202457,702202457,-3.517334,50.717889,6,6-way Junction,3,0.66,0.38,0.06,0.53,"108, 1004, 1023","36665553, 702202211, 906738512"
1006,715864633,715864633,-3.52507,50.715353,2,Through,1,0.69,0.8,0.11,0.08,351,64670186
1007,715865028,715865028,-3.52465,50.715343,2,Through,1,0.85,0.39,0.34,0.05,1008,715865029
1008,715865029,715865029,-3.525048,50.715476,6,6-way Junction,3,0.25,0.75,0.97,0,"1007, 160, 161","715865028, 41412491, 41412642"
1009,715865908,715865908,-3.52405,50.715064,2,Through,1,0.49,0.13,0.63,0.18,351,64670186
1010,715990641,715990641,-3.533717,50.7159,2,Through,1,0.22,0.77,0.71,0.46,287,59994221
1011,715990642,715990642,-3.533139,50.716509,2,Through,1,0.99,0.24,0.34,0.67,460,208501009
1012,743366623,743366623,-3.524979,50.723848,2,Through,1,0.94,0.68,0.61,0.47,948,445773003
1013,748214214,748214214,-3.523904,50.724012,2,Through,1,0.04,0.57,0.02,0.43,123,36670916
1014,748220686,748220686,-3.521125,50.720979,3,3-way Junction,2,0.71,0.93,0.68,0.78,"233, 55","54172100, 34917396"
1015,748225005,748225005,-3.528255,50.720264,4,4-way Junction,2,0.93,0.39,0.9,0.49,"129, 1024","36672058, 906791629"
1016,760486550,760486550,-3.520044,50.72464,2,Through,1,0.18,0.07,0.57,0.84,940,392680940
1017,760487643,760487643,-3.527267,50.727738,5,5-way Junction,3,0.57,0.02,0.83,0.36,"272, 311, 273","59817390, 59996364, 59817392"
1018,760693020,760693020,-3.519667,50.72459,6,6-way Junction,3,0.92,0.83,0.76,0.05,"1310, 1191, 446","9797076570, 2767006763, 208481514"
1019,763617843,763617843,-3.53444,50.72038,2,Through,1,0.03,0.52,0.12,0.04,198,41429763
1020,795238615,795238615,-3.532828,50.724461,3,3-way Junction,1,0.7,0.78,0.93,0.53,210,41434676
1021,825043358,825043358,-3.516912,50.729656,5,5-way Junction,3,0.3,0.23,0.04,0.07,"338, 518, 861","62156743, 215242467, 288334759"
1022,874386361,874386361,-3.51571,50.730117,2,Through,1,0.92,0.35,0.52,0.11,866,288335067
1023,906738512,906738512,-3.517514,50.717955,6,6-way Junction,3,0.97,0.03,0.1,0.37,"164, 1005, 104","41413555, 702202457, 36665283"
1024,906791629,906791629,-3.528129,50.72015,3,3-way Junction,1,0.94,0.96,0.06,0.42,408,151023425
1025,939471902,939471902,-3.542174,50.713853,2,Through,1,0.47,0.67,0.44,0.49,998,700177815
1026,940177224,940177224,-3.516197,50.713073,2,Through,1,0.86,0.93,0.34,0.01,1027,940177226
1027,940177226,940177226,-3.516611,50.712699,6,6-way Junction,3,0.84,0.27,0.46,0.2,"1026, 1194, 955","940177224, 2974226571, 469753950"
1028,940184762,940184762,-3.519298,50.712186,2,Through,1,0.32,0.61,0.59,0.51,417,165985418
1029,946086177,946086177,-3.547061,50.730638,2,Through,1,0.83,0.68,0.06,0.84,506,208636795
1030,984678076,984678076,-3.531412,50.720224,2,Through,1,0.04,0.32,0.1,0.71,185,41425085
1031,992681036,992681036,-3.532517,50.718427,2,Through,1,0.6,0.85,0.59,0.78,379,90489785
1032,1011303935,1011303935,-3.519908,50.727593,2,Through,1,0.23,0.95,0.39,0.69,331,62154036
1033,1011324887,1011324887,-3.520872,50.728552,3,3-way Junction,2,0.12,0.88,0.77,0.5,"879, 223","292265711, 41443389"
1034,1038223371,1038223371,-3.510144,50.724662,2,Through,1,0.08,0.74,0.68,0.12,270,59742841
1035,1070821560,1070821560,-3.522821,50.72574,3,3-way Junction,1,0.7,0.28,0.82,0.48,985,563661381
1036,1076790701,1076790701,-3.51019,50.723226,2,Through,1,0.34,0.28,0.67,0.5,953,469235261
1037,1113937030,1113937030,-3.526417,50.71783,2,Through,1,0.72,0.96,0.48,0.45,1038,1113937032
1038,1113937032,1113937032,-3.526691,50.717948,4,4-way Junction,2,0.07,0.01,0.62,0.41,"171, 1037","41418283, 1113937030"
1039,1113942138,1113942138,-3.523501,50.718529,2,Through,1,0.32,0.72,0.3,0.45,163,41413266
1040,1145401344,1145401344,-3.516176,50.734864,5,5-way Junction,3,0.54,0.71,0.33,0.22,"553, 426, 258","219248224, 193748500, 59742106"
1041,1168858788,1168858788,-3.548739,50.726209,5,5-way Junction,3,0.79,0.62,0.8,0.32,"500, 1042, 1234","208630469, 1168858800, 3735984176"
1042,1168858800,1168858800,-3.549024,50.725903,5,5-way Junction,2,0.32,0.99,0.5,0.11,"1239, 961","3812674376, 472389198"
1043,1184366834,1184366834,-3.53329,50.735841,2,Through,1,0.63,0.31,0.78,0.63,1306,8743998207
1044,1295844640,1295844640,-3.530152,50.719819,4,4-way Junction,2,0.89,0.34,0.81,0,"27, 26","21761513, 21761502"
1045,1442825900,1442825900,-3.538866,50.714881,2,Through,1,0.62,0.08,0.82,0,735,266649657
1046,1442828591,1442828591,-3.538931,50.714923,2,Through,1,0.23,0.44,0.91,0.31,736,266649659
1047,1446477085,1446477085,-3.528692,50.719641,3,3-way Junction,1,0.02,0.26,0.41,0.61,409,151024776
1048,1446477156,1446477156,-3.534466,50.719727,6,6-way Junction,3,0.87,0.34,0.3,0.28,"1092, 1093, 199","1641632337, 1641632338, 41429766"
1049,1446477190,1446477190,-3.529123,50.719719,3,3-way Junction,2,0.02,0.83,0.62,0.22,"27, 1053","21761513, 1446477412"
1050,1446477201,1446477201,-3.534569,50.719557,4,4-way Junction,2,0.87,0.94,0.41,0.39,"1093, 204","1641632338, 41430533"
1051,1446477276,1446477276,-3.529119,50.719993,3,3-way Junction,1,0.53,0.19,0.57,0.21,60,34918120
1052,1446477357,1446477357,-3.528571,50.719864,3,3-way Junction,2,0.94,0.37,0.69,0.72,"403, 1047","106201212, 1446477085"
1053,1446477412,1446477412,-3.52916,50.719979,3,3-way Junction,1,0.8,0.93,0.73,0.73,1051,1446477276
1054,1446519454,1446519454,-3.527342,50.721388,3,3-way Junction,2,1,0.06,0.33,0.32,"1055, 129","1446519480, 36672058"
1055,1446519480,1446519480,-3.527591,50.72143,3,3-way Junction,1,0.35,0.09,0.13,0.26,155,40927408
1056,1446550832,1446550832,-3.537288,50.720989,2,Through,1,0.77,0.16,0.4,0.58,1058,1446550850
1057,1446550845,1446550845,-3.538514,50.721973,6,6-way Junction,3,0.4,0.6,0.15,0,"85, 1268, 1082","34919929, 4872980762, 1620862672"
1058,1446550850,1446550850,-3.537114,50.720737,6,6-way Junction,3,0.48,0.15,0.86,0.31,"373, 1056, 90","90478417, 1446550832, 34920915"
1059,1446560811,1446560811,-3.538381,50.725024,6,6-way Junction,3,0.63,0.97,0.39,0.21,"1184, 398, 1183","2400393660, 106201170, 2400393648"
1060,1479619192,1479619192,-3.527021,50.727021,6,6-way Junction,3,0.87,0.45,0.15,0.77,"319, 217, 874","59996823, 41438275, 292262646"
1061,1482489289,1482489289,-3.54259,50.714925,6,6-way Junction,3,0.98,0.5,0.03,0,"998, 999, 1062","700177815, 700177816, 1482489300"
1062,1482489300,1482489300,-3.542173,50.714449,2,Through,1,0.77,0.25,0.62,0.37,1061,1482489289
1063,1483498377,1483498377,-3.542849,50.730269,3,3-way Junction,1,0.42,0.47,0.63,0.61,1280,5782077268
1064,1487263434,1487263434,-3.539059,50.716527,6,6-way Junction,3,0.42,0.66,0.36,0.39,"563, 1065, 730","240760264, 1487263436, 266649634"
1065,1487263436,1487263436,-3.538876,50.716771,2,Through,1,0.74,0.75,0.1,0,1064,1487263434
1066,1501249793,1501249793,-3.52919,50.730643,2,Through,1,0.24,0.75,0.44,0.9,634,260754374
1067,1513242045,1513242045,-3.523109,50.724452,2,Through,1,0.11,0.58,0.32,0.47,57,34917754
1068,1582369495,1582369495,-3.521875,50.713583,6,6-way Junction,3,0.35,0.9,0.72,0.49,"148, 147, 145","40915884, 40915883, 40915468"
1069,1615698349,1615698349,-3.541485,50.726477,6,6-way Junction,3,0.29,0.82,0.64,0.13,"84, 1070, 1071","34919917, 1615698437, 1615698467"
1070,1615698437,1615698437,-3.542688,50.727569,6,6-way Junction,3,0.3,0.76,0.39,0.4,"1069, 1074, 1075","1615698349, 1615698499, 1615698501"
1071,1615698467,1615698467,-3.541476,50.727895,6,6-way Junction,3,0.23,0.06,0.17,0.37,"1076, 1069, 1074","1615698505, 1615698349, 1615698499"
1072,1615698482,1615698482,-3.542838,50.727989,2,Through,1,0.04,0.01,0.94,0,1073,1615698484
